ID;amount;name;surname;fullname;email;active
3843;119.163;Claude;Hicks;Peter Kennedy;anna@newton.ai;false
3844;189.109;Charlene;Hardison;Meredith Douglas;lewis@haynes.yt;true
3845;180.567;Chris;Newton;Neal Mullen;mark@lowry.fk;false
3846;167.003;Keith;Case;Kyle Diaz;ann@mckenzie.sr;true
3847;102.165;Carrie;Chambers;Evelyn Hoover;debra@bowman.lt;true
3848;125.098;Ralph;Pugh;Peggy Mack;thomas@herbert.st;true
3849;174.021;Renee;McGuire;Brooke Sharp;gayle@berger.zw;true
3850;109.576;Eric;Hinton;Danielle Schultz;sidney@warner.tw;false
3851;125.674;Oscar;French;Martha Morgan;william@burgess.ai;false
3852;178.934;Neal;Horn;Kelly Carlson;glenda@steele.cl;false
3853;189.069;Jacob;Knight;Martha Horne;tara@allison.bw;false
3854;153.707;Diana;Herbert;Eileen Beatty;christina@mills.kp;false
3855;177.705;Zachary;Boswell;Juan Denton;shannon@rosenthal.sb;true
3856;180.614;Ian;Welch;Brett Lam;chris@mann.np;false
3857;113.488;Roy;Fischer;Todd Bowman;mary@bunn.nc;false
3858;199.509;Clara;Curry;Evan Singleton;allen@o.tr;true
3859;128.006;Jerome;Parks;Tracy Harrell;harriet@finch.ss;true
3860;105.889;Ben;Yates;Harry Cooke;samantha@woods.eg;true
3861;146.242;Melanie;Aldridge;Jordan Nash;philip@klein.hr;true
3862;129.557;Maureen;James;Leigh Huffman;tiffany@curtis.me;false
3863;134.491;Guy;Waters;Brent Greenberg;greg@wagner.tc;false
3864;145.153;Nancy;Carroll;Jeff Locklear;melinda@hill.na;false
3865;125.262;Todd;Pickett;Robert McCall;becky@blanchard.cl;true
3866;157.967;Ethel;Lindsay;Monica Copeland;sidney@richmond.mq;true
3867;120.782;Terry;Bender;Julie Walter;brenda@mccarthy.by;true
3868;113.661;Zachary;Pugh;Allen Wall;elaine@greenberg.ci;true
3869;153.505;Richard;Jennings;Lorraine Wu;herbert@carver.ni;true
3870;150.634;Darlene;Dunlap;Alison Becker;christine@braswell.pg;false
3871;13.132;Courtney;Love;Marion Lowry;lloyd@hunt.sl;false
3872;156.251;Rhonda;Brady;Lucille Lin;samantha@vick.gh;true
3873;17.951;Sue;Schultz;Milton Hanna;dennis@mcintosh.aw;false
3874;120.661;Geraldine;Durham;Clifford Hood;penny@floyd.nr;true
3875;103.572;Stephanie;Pearce;Emily Stout;laurence@baker.gw;true
3876;197.109;Gilbert;Olsen;Diana Gross;sheryl@burgess.pl;false
3877;139.701;Hazel;Callahan;Leigh Cook;wesley@starr.il;true
3878;182.716;Betty;Hess;Kate Snow;leon@creech.gg;false
3879;132.164;Julie;Parrott;Anne Pickett;samantha@norman.kn;false
3880;162.323;Guy;Kearney;Franklin Stevenson;dana@ellis.vn;true
3881;131.654;Maureen;Cooke;Jordan McDonald;patricia@puckett.gp;false
3882;172.902;Elaine;Harper;Laura Goldberg;katherine@schroeder.va;false
3883;125.096;Renee;Woods;Marsha Fox;toni@drake.tt;true
3884;108.312;Robert;Chan;Geraldine McGuire;rick@kaplan.uy;true
3885;177.195;Chris;Ball;Jose Gallagher;barry@wallace.th;false
3886;182.873;Malcolm;Chang;Jill Olsen;billy@petersen.tv;false
3887;174.364;Erin;Tilley;Dean Cain;kelly@moore.th;false
3888;193.501;Tommy;Caldwell;Joann Gray;jeff@ellis.om;true
3889;199.372;Kimberly;Manning;Neal Moore;derek@eason.bg;false
3890;19.626;Jerome;Kramer;Jerome Matthews;betsy@lutz.jp;true
3891;166.265;Jeanne;Hensley;Douglas Manning;amy@burke.fk;false
3892;123.604;Alison;Woods;Carolyn Brandt;tracy@wagner.sb;false
3893;156.255;Eva;McClure;Marcia Whitehead;dana@joseph.cl;false
3894;144.232;Charlene;Monroe;Patricia Dalton;jeanette@murphy.na;true
3895;166.871;Eleanor;Sykes;Diana Kern;stephen@kaplan.mq;false
3896;154.242;Patricia;Hodge;Sherri Schultz;theresa@goldman.bt;true
3897;180.601;Randy;Olson;Carolyn Franklin;cathy@merritt.mg;false
3898;117.775;Harry;Blum;Jerome Beatty;george@stevenson.cg;true
3899;198.978;Claire;Corbett;Kelly Golden;sherri@fitzpatrick.fo;true
3900;182.366;Jason;Wang;George Berman;jose@langley.is;true
3901;18.633;Charlene;Blackwell;Chris Hamrick;kenneth@park.ca;false
3902;17.079;Leo;Sharpe;Jennifer Walsh;leah@scott.pm;true
3903;109.992;Neal;Horn;Karen Kern;tonya@riddle.dj;true
3904;137.937;Heather;Moore;Harry Huff;william@abbott.rs;true
3905;128.736;Zachary;McKay;Marian Monroe;claude@cooper.bq;false
3906;10.708;Bernard;Chappell;Luis Gibbons;bobby@may.gp;false
3907;180.583;Heather;Chang;Franklin Mitchell;ashley@hu.it;true
3908;194.095;Franklin;McMillan;Tammy Briggs;claire@harris.ma;false
3909;16.402;Lucille;Pope;Melinda Sharma;alicia@hobbs.mu;false
3910;184.666;Vanessa;Hodge;Tina May;hazel@mcpherson.bd;true
3911;127.784;Tracy;Sawyer;Clyde McMahon;carolyn@whitaker.rs;false
3912;152.638;George;Murphy;Sherri Wolf;joel@reed.ax;true
3913;159.371;Jamie;Stone;Rodney Lindsay;harvey@roy.bt;true
3914;196.757;Jack;Golden;Lynn Alexander;rita@swanson.cc;false
3915;133.991;Edgar;Chandler;Kyle Watson;kerry@mcallister.us;true
3916;121.335;Monica;Glover;Steve Bowman;ben@jennings.es;false
3917;116.328;Paige;Steele;Geraldine Shaffer;tamara@meadows.cw;false
3918;104.444;Steve;Bowman;Marsha Lloyd;beth@becker.net;false
3919;143.396;Stephen;Nixon;Karen Hodge;brooke@jones.mk;true
3920;101.954;Theodore;Archer;Ben Haynes;glenda@stevenson.dz;true
3921;161.382;Alan;Jiang;Bradley Jensen;kate@justice.gh;true
3922;153.235;Robyn;Duke;Harry Payne;glen@eaton.bg;false
3923;161.652;Audrey;Hull;Martin Bowman;hilda@frederick.mw;false
3924;197.873;Mike;Glover;Allen Reed;leah@bolton.ee;false
3925;104.607;Katherine;Hayes;Ricky Rogers;nelson@copeland.dz;false
3926;147.871;Renee;Hamrick;Donald Godwin;toni@livingston.fo;false
3927;158.226;Carrie;Schwartz;Kristen Hartman;erin@davies.cm;false
3928;147.928;Sandy;Webb;Cheryl Desai;george@bruce.th;false
3929;159.858;Brooke;Schultz;Frederick Brennan;julian@wallace.gi;false
3930;135.353;Dwight;Boyd;Clifford Lamb;marvin@mccall.tf;true
3931;103.964;Harriet;Bowling;Glen Barton;carrie@horowitz.mh;true
3932;186.855;Shannon;Moore;Jerome Garrett;edwin@dickson.rs;false
3933;196.436;Brenda;Desai;George Jernigan;shirley@brady.vn;false
3934;15.547;Vernon;Huff;Katharine Chen;dan@hardison.my;false
3935;166.583;Claire;Hawley;Peggy Bowden;kim@sutton.kw;true
3936;144.167;Marsha;Whitehead;Billy Guthrie;sidney@hood.ci;false
3937;128.234;Kelly;Sanchez;Marc Butler;beth@mitchell.mv;true
3938;125.057;Greg;Sawyer;Francis Cates;aaron@hill.do;true
3939;180.332;Russell;Dodson;Joanna Abrams;kyle@monroe.tj;true
3940;186.771;George;Best;Eva Sparks;neal@willis.ao;true
3941;175.527;Rick;Weiner;Henry Schultz;guy@nelson.ht;false
3942;151.373;Clara;Kelly;Tamara Richmond;robert@anderson.ai;false
3943;138.324;Catherine;Pearson;Neal Archer;brenda@baldwin.sk;true
3944;180.397;Jeff;Walsh;Kristen Underwood;jeanette@kirby.kz;true
3945;175.997;Alice;Love;Judith Bender;gayle@barrett.bt;true
3946;105.027;Linda;Houston;Martha Diaz;katherine@chang.mw;false
3947;164.448;Leah;Gould;Kelly Bowman;stephen@lyons.dk;true
3948;136.829;Norman;Carroll;Sandra Chandler;jordan@jennings.to;true
3949;184.344;Harvey;O;Jenny Cowan;vickie@franklin.sg;false
3950;155.084;Frances;McKenna;Megan Bowman;nelson@chung.bl;false
3951;186.626;Christy;Weeks;Gretchen Humphrey;bill@chandler.ma;false
3952;137.969;Gretchen;Gunter;Marlene Singleton;natalie@sherrill.uz;true
3953;135.505;Eugene;Hubbard;Erica Kennedy;jose@mitchell.td;true
3954;157.223;Louis;West;Ian Elmore;jeanette@bowling.mr;true
3955;10.902;Neal;Murphy;Edna Yates;don@adkins.pl;true
3956;131.384;Ernest;Grimes;Kristine McClure;rhonda@monroe.lt;true
3957;109.112;Danny;McFarland;Lauren McPherson;jenny@snow.gq;true
3958;194.983;Marsha;Bender;Natalie Massey;jim@butler.ml;true
3959;125.129;Maureen;Lam;Neal Brock;brett@hicks.sk;false
3960;123.081;Joann;Nixon;Annie Watson;joe@clements.edu;false
3961;108.381;Luis;Barefoot;Danny McClure;regina@harvey.eg;false
3962;193.694;Vicki;Ballard;Eric Schwartz;calvin@robinson.gr;false
3963;157.611;Tamara;Thompson;Jenny Zhang;vicki@godfrey.va;true
3964;113.494;Elsie;Jones;Bob Carter;julie@parsons.cd;true
3965;122.194;Lester;Sanchez;Edwin Barr;allen@bowling.ge;false
3966;114.008;Alvin;Riley;Don Sellers;carl@starr.si;true
3967;138.177;Virginia;Houston;Shirley Cherry;bobby@wall.gs;true
3968;161.997;Joan;Vaughn;Nina Field;lester@fischer.zm;true
3969;125.457;Alex;Gray;Brandon Adcock;dana@gill.ky;false
3970;123.693;Ralph;Blackwell;Peter Blackburn;monica@boswell.is;false
3971;153.405;Theodore;Welch;Jill Vick;robert@wallace.je;false
3972;176.089;Dana;Woods;Kristine Baker;annie@lopez.ye;false
3973;140.054;Eleanor;Jordan;Nancy Walton;jason@bowman.ie;false
3974;115.232;Joann;Copeland;Ricky Abbott;victor@martin.aq;false
3975;173.572;Thomas;Sutton;Don Desai;ken@bowling.bl;false
3976;132.028;Patricia;Hayes;Priscilla Willis;glenda@mcintosh.ng;false
3977;149.139;Elisabeth;Franklin;Warren Woods;bradley@casey.bh;true
3978;163.128;Sandra;Arthur;Judith Gibbons;melinda@strickland.tk;true
3979;107.848;Ralph;Gibson;Vernon Bowden;don@frederick.bq;true
3980;121.976;Charlene;Roach;Wesley Aldridge;robert@walter.fj;false
3981;149.375;Elsie;Sanchez;Christopher Dunlap;nathan@li.cz;false
3982;102.732;Annette;Rosenberg;Neal Murphy;alison@copeland.sx;true
3983;113.155;Vernon;Vincent;Julie Joyce;audrey@carlton.sk;true
3984;175.084;Nicholas;Allison;Bernard Berger;denise@o.kh;false
3985;179.185;William;Crane;Jane Stevens;julia@galloway.vi;false
3986;171.249;Jordan;Warren;Debra Sherrill;allison@garrett.al;false
3987;136.441;Sherry;Bradley;Paige Holmes;kathleen@benson.ba;false
3988;123.584;Lawrence;Song;Lucy Katz;dennis@york.ag;false
3989;139.045;Betty;Fischer;Patsy Coley;florence@bowden.hr;true
3990;180.291;Donald;Katz;Mary Whitehead;helen@barbour.uz;true
3991;193.095;Rita;Spencer;Bill Hoyle;heidi@waller.gr;false
3992;174.028;Bobby;Brock;Marion Haynes;charlene@stephens.cr;true
3993;178.854;George;Lutz;Tracey Burke;barbara@waters.cr;true
3994;12.26;Sherry;Horne;Kenneth Fernandez;alan@banks.ie;false
3995;187.126;Judith;Harris;Robin Guthrie;norman@bowers.sk;false
3996;174.117;Vincent;Monroe;Tim Stuart;alicia@proctor.bd;false
3997;143.461;Kevin;Riley;Franklin Barton;robin@eason.mh;true
3998;142.088;Marsha;Yang;Alice Stone;billie@cassidy.bo;true
3999;111.059;Brian;Harmon;Monica Weiner;carolyn@watson.sh;false
4000;122.864;Ben;Haynes;Edna Friedman;peter@chang.al;false
4001;17.217;Allen;West;Molly Barr;alvin@scarborough.mp;true
4002;117.553;Eric;Singleton;Janice Stephens;bernard@olson.be;false
4003;104.021;Jordan;Joseph;Linda Barry;deborah@rollins.my;false
4004;181.462;Theodore;Tyson;Amy Love;adam@jordan.is;true
4005;191.908;Tina;Bradley;Nicole Pearson;stacy@hardin.gov;true
4006;165.397;Penny;Vaughn;Vicki Lynch;elaine@haynes.me;false
4007;162.872;Cathy;Schultz;Harvey Langley;carrie@lindsay.sy;true
4008;167.592;Bernard;Lowe;Melanie Goldman;nina@barton.ly;true
4009;105.436;Nina;Coley;Tonya Scott;yvonne@shaffer.bd;false
4010;127.131;Angela;Watkins;Warren Grimes;malcolm@craven.ke;true
4011;186.804;Maria;Harris;Jennifer Lloyd;pauline@livingston.ua;true
4012;130.983;Allan;Burnette;Jessica Hull;jeanette@powers.ve;false
4013;178.783;Jerome;Lehman;Jack Morse;sherri@hu.mn;true
4014;168.719;Donna;Livingston;Lawrence Atkins;ben@friedman.tm;true
4015;171.556;Frederick;Carey;Alvin Bailey;virginia@goldman.il;false
4016;199.653;Leah;Richmond;Mary Franklin;guy@benton.fk;false
4017;146.924;Karen;Sellers;Robin Hendrix;lori@rich.as;false
4018;15.271;Veronica;Li;Courtney Chase;diana@heath.dz;true
4019;187.525;Renee;Vaughn;Cheryl Horn;dorothy@richmond.fk;true
4020;194.276;Melanie;Hicks;Barbara Rowe;alice@nguyen.cm;true
4021;10.492;Louis;Richmond;Eileen Brantley;jose@daniels.at;true
4022;12.297;Rhonda;Keller;Clifford Walton;shannon@barr.eh;true
4023;102.406;Jordan;Maynard;Stacy Norton;norman@caldwell.cr;false
4024;108.573;Helen;Raynor;Tamara Monroe;maria@aldridge.th;true
4025;153.904;Constance;Welch;Shirley Carver;roy@fox.mz;true
4026;136.979;Amanda;Bowden;Alvin Hubbard;greg@bowers.jm;false
4027;152.044;Jonathan;House;Gina Berman;kara@hewitt.ly;false
4028;155.239;Jenny;Bunn;Renee Dale;pauline@floyd.om;true
4029;127.494;Tracy;Coley;Todd Knight;brooke@diaz.cm;false
4030;192.726;Elaine;Hill;Steven Nichols;leo@finch.de;true
4031;169.645;Ronald;Francis;Thelma Wolf;randy@adcock.mc;true
4032;159.334;Randall;Lanier;Catherine James;patsy@hawley.mg;false
4033;116.486;Brett;Chen;Vincent Owen;zachary@elmore.rs;false
4034;166.199;Ellen;Olson;Mary Dyer;vincent@rowe.fo;false
4035;160.545;Sandra;Thornton;Emma McKenzie;glenda@strickland.net;false
4036;137.534;Peter;Meadows;Clifford Berry;mark@garrett.bm;false
4037;178.834;Geoffrey;Harvey;Warren Owens;charles@boykin.st;true
4038;135.389;Matthew;Pappas;Gina Gray;kay@moore.pk;false
4039;16.271;Neal;Underwood;Ashley Hester;lauren@clapp.io;false
4040;133.442;Jeanne;Gonzalez;Cynthia Wolf;martha@stanton.so;false
4041;168.969;Lynn;Sumner;Melinda Jernigan;alice@bowling.do;false
4042;198.924;Caroline;Barrett;Calvin Bowman;william@reilly.ls;true
4043;149.826;Holly;Olson;Dana Albright;paige@woodward.um;false
4044;10.144;Glenda;Saunders;Milton Blackburn;carrie@paul.ng;true
4045;16.656;Rita;Floyd;Claude Hu;rhonda@kelley.ck;true
4046;122.709;Jonathan;Smith;Eric Buckley;guy@olson.mm;true
4047;156.217;Leigh;Jiang;Gretchen Petersen;joel@hall.sb;true
4048;165.143;Kimberly;Briggs;Gloria McKenzie;donna@rao.er;false
4049;187.091;Wesley;Rice;Jeff Roth;jessica@elmore.cf;true
4050;103.164;Arthur;Olsen;Ralph House;renee@boswell.bv;true
4051;14.163;Dana;Francis;Geraldine King;stacy@mcmillan.sc;true
4052;195.099;Alice;Norman;Cheryl Gray;kim@mcnamara.th;true
4053;126.023;Leroy;Cook;Louis Nash;jose@liu.tc;false
4054;160.727;Nelson;Green;Shannon Fleming;richard@bowman.is;true
4055;151.069;Theresa;Hutchinson;Claire Oakley;ben@brennan.hk;true
4056;181.292;Craig;Ritchie;Guy Bray;cynthia@proctor.cc;true
4057;128.793;Allen;Heath;Tammy Ritchie;marsha@fitzpatrick.vi;false
4058;108.375;Thomas;Hamrick;Randall Humphrey;donna@abbott.et;true
4059;185.954;Gene;Swanson;Catherine Upchurch;dan@caldwell.fr;false
4060;101.467;Jill;Woods;Audrey Kelly;george@hatcher.no;true
4061;101.261;Jordan;Yang;Wesley Brady;arthur@cross.ck;true
4062;191.599;Sharon;Rich;Theresa Merritt;julian@jernigan.sr;false
4063;118.443;Harry;Davenport;Sherri Roth;nelson@norman.fr;false
4064;193.785;Sarah;Fitzpatrick;Willie Sharpe;terry@norman.fr;true
4065;108.892;Dean;Chappell;Edwin Nelson;kimberly@fernandez.ee;false
4066;134.655;Jeff;Gold;Jacob Byrne;samantha@harris.sc;false
4067;18.977;Ralph;Clarke;Christine Johnson;jim@swanson.cr;true
4068;175.278;Kyle;Montgomery;Pauline Waller;sarah@chung.io;true
4069;17.209;Anita;Kenney;Katherine McLaughlin;shannon@upchurch.jm;false
4070;163.022;Roy;Skinner;Jon Ritchie;patrick@creech.cz;true
4071;107.488;Nina;Rubin;Sue Arthur;hannah@beatty.sk;true
4072;144.931;Jeff;Matthews;Gilbert Franklin;alfred@gibson.pk;true
4073;15.691;Judith;McKenzie;Harold Weiss;ronald@watson.ad;false
4074;128.924;Martin;Hinton;Alfred Burgess;joe@petersen.ch;true
4075;160.349;Geraldine;Cooke;Vincent Link;sheryl@barefoot.ca;false
4076;149.421;Richard;Kang;Glen Jones;audrey@fitzpatrick.vg;false
4077;13.983;Gary;Burnette;Luis Hewitt;sidney@schultz.bl;false
4078;176.024;Vanessa;Bowers;Dean Hobbs;nathan@kramer.tz;false
4079;137.443;Joanne;Diaz;Janet Silverman;renee@little.kp;true
4080;16.591;Gladys;Berry;Robyn Weinstein;roy@brandt.um;true
4081;175.897;Dwight;Baker;Toni Hewitt;regina@bowden.uy;true
4082;185.249;Greg;Barefoot;Jeanne Thornton;lois@hunt.mq;false
4083;165.822;Ashley;Berger;Dwight Arnold;allison@grossman.km;true
4084;119.589;Louise;Harris;Leslie Pridgen;chris@harvey.ly;true
4085;170.082;Rita;Odom;Elisabeth Monroe;nina@moon.sr;false
4086;116.043;Eddie;Glover;Lester MacDonald;jim@burnette.gh;true
4087;176.992;Emma;Stephens;Emma Stark;bobby@schultz.gp;false
4088;113.096;Geoffrey;Vick;Martin Yates;gayle@mckenna.ai;false
4089;107.366;Miriam;Massey;Mike Snow;lillian@lutz.cf;false
4090;188.029;Darlene;Pittman;Toni Nguyen;lloyd@gunter.sd;true
4091;146.206;Douglas;Houston;Jean Boyette;kim@monroe.ee;true
4092;14.33;Janet;Frazier;Roberta Law;marshall@english.sa;true
4093;193.096;Willie;Livingston;Vickie Park;glenda@gallagher.ki;true
4094;140.539;Sheryl;Vick;Lee McNamara;karen@schwartz.lv;true
4095;109.643;Shelley;Schwartz;Sherri Roy;juan@holloway.au;true
4096;12.777;Glenda;King;Jeanette Cherry;christina@ball.ni;false
4097;167.173;Audrey;Padgett;Allen Gould;marcus@mcintosh.bs;false
4098;153.579;Sheryl;Lutz;Carrie MacDonald;jason@lamb.jo;true
4099;195.099;Joy;Knowles;Alvin Snyder;judy@perkins.sl;false
4100;171.821;Joel;Harris;Peggy Anthony;brett@mcpherson.bd;true
4101;105.524;Martha;Boyd;Alison Davis;kerry@stanton.to;true
4102;180.577;Priscilla;Hicks;Allen Gould;ashley@godfrey.ke;true
4103;162.122;Glen;Yates;Jesse Burton;tamara@hess.fm;true
4104;187.813;Wesley;Justice;Peggy Nichols;jerry@wilkerson.sx;true
4105;113.739;Lewis;Lloyd;Vivian Berger;sherry@sutton.ch;false
4106;125.983;Rose;Pearce;Ethel Graves;chris@parsons.in;false
4107;107.846;Billie;Bowling;Nina Haynes;bernard@gill.ht;false
4108;153.888;George;Starr;Tammy Abbott;melinda@knight.sz;false
4109;100.622;Frederick;Davidson;Kristen Daniels;emily@justice.gm;true
4110;146.885;Amanda;Floyd;Elisabeth Stevens;clarence@abbott.sb;false
4111;179.671;Wallace;Blackburn;Teresa Caldwell;roberta@singleton.nl;false
4112;186.305;Zachary;Rodgers;Malcolm Olson;michelle@heath.cc;false
4113;164.114;Sheryl;Stephenson;Betty Lang;ian@rich.rs;true
4114;193.798;Audrey;Coley;Lester Byers;sandy@gross.th;true
4115;155.576;Ernest;Britt;Bonnie Carver;rhonda@melton.mz;true
4116;141.062;Gilbert;Buckley;Glenda Rich;alison@baker.ve;false
4117;109.862;Grace;Pritchard;Gregory Russell;robert@li.np;true
4118;102.203;Jimmy;Fitzpatrick;Dianne Walters;jerome@barr.com;true
4119;155.046;Bernice;Fox;Bradley Daniels;jeanette@marsh.ni;false
4120;189.442;Katie;Hubbard;Glenda Wiggins;jackie@watts.cw;true
4121;174.185;Alexander;Spivey;Wesley Diaz;bradley@baldwin.mq;false
4122;193.128;Leah;Bolton;Vickie Moon;evelyn@woods.bo;false
4123;154.644;Jennifer;Burgess;Alex Nichols;rodney@beatty.af;true
4124;125.718;Ernest;May;Barbara Middleton;arlene@welch.sj;true
4125;129.201;Curtis;Moran;Wesley Moore;dana@brady.mh;true
4126;142.561;Kenneth;McKenna;Hazel Gay;lucy@sykes.pk;true
4127;173.019;Marshall;Sharp;Marianne Benson;stacy@bowles.tz;false
4128;101.185;Kevin;McCall;Mary Horne;vincent@peterson.kz;false
4129;154.554;Tamara;Perkins;Peggy Wallace;rita@wiley.do;false
4130;138.264;Vicki;Gross;Jacob Dillon;donna@fitzpatrick.ma;false
4131;166.116;Gloria;Klein;Peggy Nixon;kimberly@chan.ir;false
4132;187.965;Sidney;Gallagher;Glenda Creech;don@griffin.cn;true
4133;156.756;Marsha;Hinson;Pat Sellers;johnny@goldberg.tl (changed from tp);true
4134;129.107;Carolyn;Grant;Alice Hinson;steve@bowling.nz;false
4135;168.292;Florence;Humphrey;Joanne Cherry;molly@robinson.cw;false
4136;172.494;Franklin;Park;Kimberly Hamilton;jeff@kirk.ps;true
4137;140.455;Jackie;Thornton;Maxine Conway;scott@smith.do;true
4138;137.101;Calvin;Lowry;Joy Hayes;marian@richards.ht;true
4139;168.186;Frances;Robinson;Justin Turner;bonnie@hester.gh;true
4140;143.114;Chris;Yates;Claire Wagner;gretchen@crane.gi;true
4141;123.657;Tiffany;Blum;Kent Sherrill;calvin@ferrell.re;true
4142;144.182;Martin;O;Natalie Harrell;jordan@galloway.do;true
4143;150.753;Albert;Dalton;Jerome Byrd;karen@blackwell.sd;true
4144;18.004;Ethel;Schroeder;Bonnie Friedman;bonnie@currie.nl;false
4145;113.416;Wendy;Wolfe;Alex Lyons;lynda@west.sv;true
4146;155.908;Tamara;Fernandez;Judith Greenberg;louis@olsen.az;true
4147;134.717;Charlotte;Knowles;Rose McKnight;eileen@baker.li;false
4148;174.606;Beth;Green;Theodore Barrett;martin@welch.ng;true
4149;126.424;Jay;McKay;Steven Love;frances@may.ls;false
4150;195.898;Nina;Joyce;Deborah Bray;julia@crane.mc;true
4151;157.665;Katherine;Cannon;Hannah McCall;natalie@grossman.sk;false
4152;173.583;Brooke;Sims;Ann Barrett;randy@snow.mm;false
4153;139.408;Nathan;Kirk;Jason Glover;marian@stanley.ke;false
4154;116.478;Lynne;Koch;Danny Parks;penny@pearce.gh;false
4155;163.086;Sara;McMahon;Kay Lamb;lloyd@zimmerman.tl (changed from tp);false
4156;145.082;Cynthia;Bowman;Alfred Wrenn;theodore@long.bq;true
4157;105.838;Jerome;Adkins;Anita McMahon;jack@merritt.ci;false
4158;130.532;Frances;Grimes;Alice Shelton;regina@sykes.co;false
4159;111.908;Marion;Robertson;Luis Berg;melinda@boswell.je;true
4160;190.105;Laura;Leach;Peggy Koch;dean@gordon.je;true
4161;185.682;Catherine;Bowden;Judith Pritchard;rita@jensen.mv;false
4162;165.326;Lauren;Blackburn;Elaine Clapp;bobby@capps.bn;true
4163;117.784;Amanda;Hatcher;Wendy Sharp;tamara@walsh.bs;false
4164;161.139;Connie;Hawkins;Erin Carey;don@lopez.io;false
4165;16.826;Gayle;Sherrill;Gretchen Dalton;kim@o.bo;true
4166;163.272;Hannah;Turner;Marion Copeland;glen@connolly.gl;false
4167;154.876;Amanda;Robinson;Denise Chappell;kerry@sutton.lb;true
4168;14.171;Eileen;Jones;Neal Moore;arlene@horn.dj;false
4169;198.724;Allen;Henry;Mike Cain;dan@schroeder.cg;false
4170;18.932;Regina;Pearson;Stephanie Miles;gayle@hicks.sk;true
4171;167.832;Mary;Jensen;Shannon Wong;lewis@field.es;true
4172;187.321;Darlene;Scarborough;Sandra Steele;timothy@langston.kg;true
4173;191.181;Sandy;Sharp;Holly Olsen;ashley@kearney.kw;false
4174;169.804;Michelle;Kemp;Brett Hayes;luis@pate.lv;true
4175;137.779;Bernard;Sharpe;Ann Wong;vicki@welch.ve;false
4176;179.864;Eva;Chambers;Claire Barton;molly@hester.au;false
4177;198.467;Shannon;Callahan;Malcolm Berry;danielle@monroe.ba;true
4178;134.376;Edna;Middleton;Lois Brennan;gail@chu.my;true
4179;144.785;Benjamin;Denton;Bob Fink;dwight@caldwell.sk;true
4180;180.016;Paul;Chandler;Kay Poole;nicholas@hedrick.mc;false
4181;169.078;Emma;Dickinson;Jessica Owen;dan@starr.lt;true
4182;180.935;Kevin;Burgess;Catherine Dalton;ben@hunt.tv;true
4183;154.378;Constance;Langley;Marshall Gibbons;guy@schultz.gd;false
4184;175.128;Eugene;Ellis;Patricia Vick;matthew@cook.cw;true
4185;108.251;Maureen;Owens;Eddie Glover;ted@garrett.nl;true
4186;150.349;Milton;Abbott;Gwendolyn Allen;todd@franklin.ck;false
4187;134.827;Eva;Britt;Martin Terrell;zachary@merritt.dz;false
4188;160.249;Kristine;Barton;Denise Field;roy@dolan.si;false
4189;11.147;Joel;Daniel;Erin Drake;jerome@braswell.ua;false
4190;142.592;Claire;Olson;Brenda Bailey;larry@freedman.rw;false
4191;105.777;Sara;Jones;Regina Melton;marshall@pate.dm;false
4192;118.481;Kelly;Whitehead;Lisa Kaplan;jack@mckenzie.na;false
4193;137.342;Jacob;McKinney;Emily Barber;tim@hardy.tj;true
4194;16.128;Sidney;Thompson;Curtis Wallace;bradley@zhang.so;false
4195;134.411;Audrey;Curtis;Jennifer Erickson;oscar@wall.ky;false
4196;140.494;Mark;Dyer;Ashley Guthrie;brenda@hewitt.ge;true
4197;123.351;Charlene;Chu;Mary Yates;christopher@owen.se;false
4198;188.275;Monica;Middleton;Nicholas Conner;allen@jennings.th;false
4199;141.277;Natalie;Daniels;Rita Heath;bradley@craven.rs;false
4200;180.159;Paula;Stone;Kevin Hayes;jennifer@banks.nu;false
4201;113.661;Karen;Wallace;Hannah Parrott;zachary@harrell.wf;false
4202;17.862;Hannah;Walton;Pat Coates;karen@matthews.iq;true
4203;182.886;Adam;Holmes;Rhonda Green;darlene@gilbert.sh;false
4204;181.219;Kim;English;Glen Schwartz;gloria@barrett.mx;false
4205;182.738;George;Hawkins;Matthew Jennings;kathy@bruce.bb;true
4206;120.129;Carrie;Baxter;Rose Herbert;bradley@morgan.by;true
4207;196.705;Vicki;Carey;Karl Alexander;joel@lancaster.ar;false
4208;182.467;Patrick;Nixon;Betsy Hale;kelly@lopez.mf;true
4209;151.589;Brent;Rich;Karen Scarborough;lucy@holloway.gq;true
4210;118.784;Beth;Lindsay;Audrey Barr;kim@waters.qa;false
4211;167.644;Theodore;Bailey;Glenn Kaplan;gene@beck.sv;true
4212;179.597;Tamara;Watson;Beth Davidson;gene@marks.fr;false
4213;100.815;Eleanor;Holmes;Allen Savage;lee@clements.bl;true
4214;195.058;Ronald;Briggs;Herbert Joseph;mary@wilkerson.au;true
4215;139.485;Denise;Wang;Wanda Singer;karen@lopez.jm;true
4216;18.637;Sandy;Zhang;Jeanette Quinn;alvin@lucas.ax;false
4217;170.803;Molly;Jensen;Joy Hinson;joel@livingston.th;false
4218;115.262;Frances;Nixon;Patsy Warner;martin@chappell.mw;true
4219;123.136;Melinda;Woods;Jerome Casey;jesse@hewitt.dm;true
4220;127.467;Glen;Haynes;Alison Vaughn;alfred@johnston.ni;true
